,speciesGroup,taxonomicRankKingdom,taxonomicRankPhylum,taxonomicRankClass,taxonomicRankOrder,taxonomicRankFamily,taxonomicRankGenus,taxonomicRankSpecies,endemicToEurope,populationTrend,useAndTrade,europeanRegionalRedListCategory
877,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,imperialis,No,Stable,not utilized,LC
879,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,insignipes,No,Stable,not utilized,LC
880,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,integra,No,Decreasing,not utilized,LC
881,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,italica,No,Decreasing,not utilized,EN
884,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,kohli,No,Stable,not utilized,LC
889,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,lathburiana,No,Stable,not utilized,LC
891,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,leucophthalma,No,Stable,not utilized,LC
893,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,linsenmaieri,No,Stable,not utilized,LC
898,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,marshamella,No,Stable,not utilized,LC
899,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,mauritanica,No,Stable,not utilized,LC
900,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,mavromoustakisi,No,Stable,not utilized,LC
902,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,melathoracica,Yes,Stable,not utilized,LC
903,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,merceti,Yes,Stable,not utilized,LC
905,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,moeschleri,No,Stable,not utilized,LC
906,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,mutabilis,No,Decreasing,not utilized,LC
907,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,mutica,No,Decreasing,not utilized,NT
908,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,nausicaa,No,Stable,not utilized,LC
910,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,nigrovaria,No,Stable,not utilized,DD
911,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,nobilis,No,Stable,not utilized,LC
912,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,noskiewiczi,Yes,Decreasing,not utilized,VU
913,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,numida,No,Stable,not utilized,LC
914,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,obscura,No,Stable,not utilized,LC
915,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,obtusifrons,No,Decreasing,not utilized,NT
917,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,opaca,No,Decreasing,not utilized,NT
920,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,panurgina,No,Stable,not utilized,LC
921,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,panzeri,No,Stable,not utilized,LC
924,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,piccioliana,Yes,Decreasing,not utilized,LC
926,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,pleurosticta,No,Decreasing,not utilized,NT
929,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,priesneri,Yes,Stable,not utilized,LC
930,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,propinqua,No,Stable,not utilized,LC
932,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,pulchra,No,Decreasing,not utilized,EN
933,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,pygidialis,No,Stable,not utilized,LC
934,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,rhenana,No,Decreasing,not utilized,NT
935,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,roberjeotiana,No,Decreasing,not utilized,NT
937,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,rubiginosa,No,Stable,not utilized,LC
938,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,rubricollis,No,Stable,not utilized,LC
941,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,ruficornis,No,Stable,not utilized,LC
942,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,rufipes,No,Decreasing,not utilized,LC
945,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,sanguinea,No,Stable,not utilized,LC
948,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,sexfasciata,No,Stable,not utilized,LC
949,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,sheppardana,No,Stable,not utilized,LC
952,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,signata,Yes,Stable,not utilized,LC
953,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,similis,Yes,Decreasing,not utilized,LC
955,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,stigma,No,Stable,not utilized,LC
957,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,striata,No,Stable,not utilized,LC
958,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,succincta,No,Stable,not utilized,LC
959,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,sybarita,No,Decreasing,not utilized,DD
960,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,symphyti,No,Decreasing,not utilized,NT
961,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,tenella,No,Decreasing,not utilized,NT
963,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,transitoria,No,Stable,not utilized,LC
964,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,trapeziformis,No,Decreasing,not utilized,NT
965,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,tridentirostris,No,Stable,not utilized,LC
966,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,trispinosa,No,Stable,not utilized,LC
970,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,villosa,No,Decreasing,not utilized,NT
971,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Nomada,zonata,No,Stable,not utilized,LC
973,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Parammobatodes,minutus,No,Stable,not utilized,EN
974,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Pasites,maculatus,No,Stable,not utilized,LC
981,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Tetraloniella,dentata,No,Decreasing,not utilized,LC
994,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Tetraloniella,salicariae,No,Decreasing,not utilized,DD
1010,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Triepeolus,tristis,No,Decreasing,not utilized,NT
1011,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Xylocopa,cantabrita,No,Stable,not utilized,LC
1012,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Xylocopa,iris,No,Stable,not utilized,LC
1013,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Xylocopa,olivieri,No,Stable,not utilized,LC
1014,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Xylocopa,valga,No,Stable,not utilized,LC
1015,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,APIDAE,Xylocopa,violacea,No,Stable,not utilized,LC
1018,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,COLLETIDAE,Colletes,albomaculatus,No,Decreasing,not utilized,NT
1019,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,COLLETIDAE,Colletes,anchusae,No,Decreasing,not utilized,EN
1025,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,COLLETIDAE,Colletes,caspicus,No,Decreasing,not utilized,EN
1026,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,COLLETIDAE,Colletes,chengtehensis,No,Decreasing,not utilized,VU
1027,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,COLLETIDAE,Colletes,collaris,No,Decreasing,not utilized,EN
1029,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,COLLETIDAE,Colletes,cunicularius,No,Decreasing,not utilized,LC
1031,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,COLLETIDAE,Colletes,daviesanus,No,Stable,not utilized,LC
1032,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,COLLETIDAE,Colletes,dimidiatus,Yes,Decreasing,not utilized,VU
1036,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,COLLETIDAE,Colletes,floralis,No,Decreasing,not utilized,VU
1037,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,COLLETIDAE,Colletes,fodiens,No,Decreasing,not utilized,VU
1040,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,COLLETIDAE,Colletes,graeffei,No,Decreasing,not utilized,EN
1041,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,COLLETIDAE,Colletes,halophilus,Yes,Decreasing,not utilized,NT
1042,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,COLLETIDAE,Colletes,hederae,Yes,Increasing,not utilized,LC
1044,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,COLLETIDAE,Colletes,hylaeiformis,No,Decreasing,not utilized,LC
1045,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,COLLETIDAE,Colletes,impunctatus,No,Decreasing,not utilized,VU
1046,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,COLLETIDAE,Colletes,inexpectatus,No,Decreasing,not utilized,LC
1049,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,COLLETIDAE,Colletes,marginatus,No,Decreasing,not utilized,LC
1050,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,COLLETIDAE,Colletes,merceti,Yes,Decreasing,not utilized,EN
1051,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,COLLETIDAE,Colletes,meyeri,No,Decreasing,not utilized,EN
1054,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,COLLETIDAE,Colletes,nasutus,No,Decreasing,not utilized,EN
1057,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,COLLETIDAE,Colletes,pannonicus,Yes,Stable,not utilized,LC
1059,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,COLLETIDAE,Colletes,pulchellus,Yes,Decreasing,not utilized,VU
1060,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,COLLETIDAE,Colletes,punctatus,No,Decreasing,not utilized,EN
1061,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,COLLETIDAE,Colletes,schmidi,Yes,Stable,not utilized,LC
1064,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,COLLETIDAE,Colletes,similis,No,Decreasing,not utilized,LC
1067,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,COLLETIDAE,Colletes,succinctus,No,Decreasing,not utilized,NT
1071,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,COLLETIDAE,Colletes,wolfi,Yes,Decreasing,not utilized,EN
1088,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,COLLETIDAE,Hylaeus,communis,No,Stable,not utilized,LC
1157,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Ceylalictus,variegatus,No,Stable,not utilized,LC
1165,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Dufourea,halictula,No,Decreasing,not utilized,NT
1166,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Dufourea,inermis,No,Decreasing,not utilized,NT
1171,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Dufourea,minuta,No,Decreasing,not utilized,NT
1172,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Dufourea,paradoxa,No,Stable,not utilized,LC
1180,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Halictus,carinthiacus,Yes,Decreasing,not utilized,EN
1182,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Halictus,cephalicus,No,Stable,not utilized,LC
1183,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Halictus,cochlearitarsis,No,Stable,not utilized,LC
1184,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Halictus,compressus,No,Stable,not utilized,LC
1185,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Halictus,concinnus,Yes,Stable,not utilized,LC
1186,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Halictus,confusus,No,Stable,not utilized,LC
1192,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Halictus,frontalis,Yes,Stable,not utilized,LC
1193,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Halictus,fulvipes,No,Stable,not utilized,LC
1195,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Halictus,gavarnicus,No,Stable,not utilized,LC
1196,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Halictus,gemmeus,No,Stable,not utilized,LC
1203,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Halictus,kessleri,No,Stable,not utilized,LC
1204,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Halictus,langobardicus,Yes,Stable,not utilized,LC
1205,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Halictus,leucaheneus,No,Decreasing,not utilized,VU
1208,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Halictus,maculatus,No,Stable,not utilized,LC
1210,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Halictus,microcardia,Yes,Decreasing,not utilized,EN
1213,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Halictus,patellatus,No,Stable,not utilized,LC
1214,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Halictus,pollinosus,No,Stable,not utilized,LC
1219,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Halictus,quadricinctus,No,Decreasing,not utilized,NT
1221,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Halictus,resurgens,No,Stable,not utilized,LC
1223,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Halictus,rubicundus,No,Stable,not utilized,LC
1225,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Halictus,scabiosae,No,Stable,not utilized,LC
1226,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Halictus,seladonius,No,Stable,not utilized,LC
1227,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Halictus,semitectus,No,Decreasing,not utilized,EN
1228,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Halictus,senilis,No,Stable,not utilized,DD
1229,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Halictus,sexcinctus,No,Stable,not utilized,LC
1230,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Halictus,simplex,No,Stable,not utilized,LC
1231,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Halictus,smaragdulus,No,Stable,not utilized,LC
1232,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Halictus,subauratus,No,Increasing,not utilized,LC
1233,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Halictus,tetrazonianellus,No,Stable,not utilized,DD
1237,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Halictus,tumulorum,No,Stable,not utilized,LC
1238,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Halictus,vestitus,No,Stable,not utilized,LC
1244,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,albocinctum,No,Stable,not utilized,LC
1248,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,alpigenum,Yes,Stable,not utilized,LC
1258,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,bavaricum,Yes,Stable,not utilized,LC
1265,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,breviventre,Yes,Decreasing,not utilized,EN
1268,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,callizonium,No,Stable,not utilized,LC
1271,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,chalcodes,Yes,Stable,not utilized,LC
1285,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,discum,No,Stable,not utilized,LC
1294,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,fratellum,No,Stable,not utilized,LC
1295,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,fulvicorne,No,Stable,not utilized,LC
1296,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,glabriusculum,No,Stable,not utilized,LC
1305,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,interruptum,No,Stable,not utilized,LC
1308,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,laetum,Yes,Stable,not utilized,LC
1309,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,laeve,No,Decreasing,not utilized,EN
1311,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,laevigatum,No,Decreasing,not utilized,NT
1313,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,laticeps,No,Stable,not utilized,LC
1314,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,lativentre,No,Stable,not utilized,LC
1316,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,leucopus,No,Stable,not utilized,LC
1317,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,leucozonium,No,Stable,not utilized,LC
1325,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,malachurum,No,Stable,not utilized,LC
1332,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,minutissimum,No,Stable,not utilized,LC
1335,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,morio,No,Stable,not utilized,LC
1337,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,nigripes,No,Stable,not utilized,LC
1339,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,nitidulum,No,Stable,not utilized,LC
1342,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,pallens,No,Stable,not utilized,LC
1343,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,parvulum,No,Stable,not utilized,LC
1345,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,pauxillum,No,Stable,not utilized,LC
1351,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,politum,No,Stable,not utilized,LC
1352,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,prasinum,No,Decreasing,not utilized,NT
1355,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,punctatissimum,No,Stable,not utilized,LC
1356,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,puncticolle,No,Stable,not utilized,LC
1359,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,quadrinotatum,No,Decreasing,not utilized,NT
1360,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,quadrisignatum,No,Decreasing,not utilized,EN
1362,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,rufitarse,No,Stable,not utilized,LC
1366,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,semilucens,No,Stable,not utilized,LC
1369,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,sexmaculatum,No,Decreasing,not utilized,EN
1370,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,sexnotatulum,No,Decreasing,not utilized,EN
1371,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,sexnotatum,No,Decreasing,not utilized,NT
1373,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,smeathmanellum,No,Stable,not utilized,LC
1378,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,subfasciatum,No,Decreasing,not utilized,EN
1379,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,subfulvicorne,No,Stable,not utilized,LC
1380,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,subhirtum,No,Stable,not utilized,LC
1383,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,transitorium,No,Stable,not utilized,LC
1389,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,villosulum,No,Stable,not utilized,LC
1391,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,viride,Yes,Stable,not utilized,LC
1393,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,xanthopus,No,Decreasing,not utilized,NT
1394,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Lasioglossum,zonulum,No,Stable,not utilized,LC
1395,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Nomiapis,bispinosa,No,Stable,not utilized,LC
1396,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Nomiapis,diversipes,No,Stable,not utilized,LC
1401,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Nomioides,deceptor,No,Stable,not utilized,LC
1402,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Nomioides,facilis,No,Stable,not utilized,LC
1403,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Nomioides,fortunatus,No,Stable,not utilized,LC
1404,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Nomioides,minutissimus,No,Stable,not utilized,LC
1405,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Rhophitoides,canus,No,Stable,not utilized,LC
1413,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Rophites,quinquespinosus,No,Decreasing,not utilized,NT
1423,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Sphecodes,crassus,No,Stable,not utilized,LC
1432,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Sphecodes,gibbus,No,Stable,not utilized,LC
1440,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Sphecodes,majalis,No,Decreasing,not utilized,NT
1445,Bees,ANIMALIA,ARTHROPODA,INSECTA,HYMENOPTERA,HALICTIDAE,Sphecodes,nomioidis,No,Increasing,not utilized,LC
